Pb_Pb Mean Width Dist Flactutation Temp Kink eta_s Slope_low Slope_high Max Temp_peak Width_peak Asym_peak R tau_initial
16.9 0.04620000000000002 1.443 2.608803 1.6685 0.15189000000000002 0.18661 0.02197 -0.4849999999999999 -0.943 0.05296 0.18318 0.060625000000000005 0.7567999999999999 0.6199 0.38434999999999997
11.7 0.637 1.153 1.341249 1.0463 0.14991000000000002 0.16009 0.07897 -0.359 -0.649 0.04288 0.16266 0.032125 -0.6448 0.7795 0.15485000000000002
28.5 -0.21699999999999997 1.0230000000000001 1.8423749999999997 1.1517 0.16281 0.25631 0.023110000000000002 0.9910000000000001 0.08899999999999997 0.24495999999999998 0.12774 0.140375 -0.05919999999999992 0.3931 0.16115000000000002
23.18 -0.2562 1.263 1.7637669999999996 0.6995 0.15561 0.14649 0.13787000000000002 -0.46099999999999985 1.487 0.24448 0.29478 0.029125 0.2128000000000001 0.8789 0.31505
20.060000000000002 0.1077999999999999 0.769 2.8741049999999992 1.2876999999999998 0.14445000000000002 0.20462999999999998 0.11925000000000001 -1.433 1.637 0.01696 0.25878 0.113625 -0.4272 0.3987 0.20975
25.22 0.09100000000000008 1.3050000000000002 3.6896629999999995 0.8252999999999999 0.16215000000000002 0.22163 0.08695 -1.853 0.593 0.060160000000000005 0.24366 0.026125000000000002 -0.20320000000000005 0.9264999999999999 0.23945
28.3 0.13859999999999995 1.143 3.218015 1.3591 0.14373 0.21925 0.19373 -0.7010000000000001 0.31699999999999995 0.22048 0.22278 0.067625 0.1200000000000001 0.9586999999999999 0.40955
11.14 -0.4326 0.845 3.404709 1.6277000000000001 0.14115 0.24713000000000002 0.18499000000000002 -0.5030000000000001 1.391 0.19840000000000002 0.24761999999999998 0.043125000000000004 0.7280000000000002 0.41969999999999996 0.18185
28.22 -0.6257999999999999 1.2109999999999999 2.3631529999999996 0.4989 0.15651 0.15771000000000002 0.13331 0.673 0.2689999999999999 0.06976 0.17598 0.083375 0.3408 0.3413 0.05045
10.7 0.31499999999999995 0.927 4.4462649999999995 1.3047 0.15327000000000002 0.15975 0.09645 0.7990000000000004 -0.967 0.18159999999999998 0.25554 0.031125 0.21599999999999997 0.7921 0.30425
25.62 -0.2618 1.423 4.249744999999999 1.1449 0.15021 0.16587 0.07441 -1.283 0.6110000000000002 0.17728000000000002 0.15438 0.12762500000000002 -0.06240000000000001 0.5331 0.37625
29.5 0.3962000000000001 1.357 1.184033 0.3527 0.14109000000000002 0.26413 0.13369 0.8650000000000002 0.6830000000000003 0.064 0.21774 0.079125 0.13279999999999992 0.8158999999999998 0.38885
26.46 0.2981999999999999 1.389 0.8990789999999999 1.5597 0.14811000000000002 0.18797 0.027290000000000002 -1.1509999999999998 -0.643 0.22768000000000002 0.2307 0.035625000000000004 -0.6192 0.42389999999999994 0.34385
27.34 -0.44939999999999997 0.651 0.38812699999999994 1.2503 0.15615 0.23659 0.08391 0.19300000000000006 0.41300000000000003 0.049600000000000005 0.29369999999999996 0.142125 -0.033600000000000074 0.7206999999999999 0.49415
17.66 0.3093999999999999 0.773 0.309519 1.0292999999999999 0.15603 0.17981 0.09949 0.7869999999999999 1.295 0.07024 0.12414 0.051125000000000004 0.28 0.4925 0.15575
16.86 0.3877999999999999 0.901 4.829478999999999 1.7841 0.14157 0.16927 0.09340999999999999 -1.901 -0.601 0.12111999999999999 0.19938 0.067875 -0.68 0.6087 0.06845000000000001
18.38 -0.07419999999999993 0.533 0.24073699999999998 0.8116999999999999 0.14133 0.13629 0.07593 -0.875 1.6909999999999998 0.08079999999999998 0.24114 0.075625 -0.25759999999999994 0.8089 0.35915
24.020000000000003 0.6958 0.879 2.4515869999999995 1.8963 0.14583000000000002 0.24033 0.17245000000000002 -0.21500000000000008 1.229 0.01984 0.24438 0.032375 -0.4208 0.9768999999999999 0.41855000000000003
16.06 -0.24779999999999996 1.381 1.6262029999999998 0.4683 0.14769000000000002 0.29574999999999996 0.16371000000000002 -1.847 0.04700000000000015 0.062079999999999996 0.1713 0.082875 0.6000000000000001 0.9082999999999999 0.15755
29.66 -0.693 0.6970000000000001 1.2135109999999998 1.2911 0.15009 0.22095 0.19487000000000002 -0.9649999999999999 1.4690000000000003 0.19504000000000002 0.13602 0.09212500000000001 0.5551999999999999 0.9852999999999998 0.27275
13.82 -0.11060000000000003 1.115 4.849130999999999 0.9646999999999999 0.14229 0.13595000000000002 0.16295 0.883 -0.769 0.01456 0.16842000000000001 0.116625 0.09120000000000006 0.6114999999999999 0.18545
27.98 -0.18899999999999995 0.595 1.1250769999999999 0.5805 0.16419 0.22639 0.12343 0.41500000000000004 -0.09699999999999998 0.06255999999999999 0.26598 0.027125000000000003 0.31520000000000015 0.4785 0.11705
18.86 0.35139999999999993 0.8109999999999999 3.7682709999999995 0.4377 0.13881000000000002 0.17947 0.11089 -0.17300000000000004 0.19700000000000006 0.24831999999999999 0.18858 0.09112500000000001 0.4112 0.7221 0.30155000000000004
15.22 -0.06579999999999997 1.471 4.259570999999999 1.9983 0.14451 0.28520999999999996 0.12533 0.05500000000000016 0.359 0.18208 0.1497 0.09962499999999999 -0.12960000000000005 0.3567 0.16655
20.700000000000003 -0.02100000000000002 0.897 3.8665309999999997 1.5631 0.15729 0.22775 0.03717 0.895 -0.43900000000000006 0.23392000000000002 0.2289 0.085375 0.6544000000000001 0.6731 0.32045
19.7 0.17500000000000004 0.6990000000000001 1.0661209999999999 1.1789 0.16107000000000002 0.17199 0.19715000000000002 -0.3049999999999997 0.4670000000000001 0.16672 0.12018 0.137625 0.47840000000000016 0.5905 0.24125000000000002
21.14 -0.12739999999999996 1.333 0.790993 1.3013 0.15639 0.15941 0.06985 -1.991 1.415 0.02128 0.25302 0.070375 -0.5840000000000001 0.3651 0.22145000000000004
12.46 0.012600000000000056 1.291 3.7977489999999996 1.6821000000000002 0.13731000000000002 0.20190999999999998 0.13141 -0.3889999999999998 1.283 0.21472 0.14501999999999998 0.077875 -0.5712 0.8578999999999999 0.05315
18.7 0.5529999999999999 0.519 2.9035829999999994 0.9000999999999999 0.14739000000000002 0.27466999999999997 0.08353 -0.899 -0.955 0.05392 0.1803 0.111875 0.7407999999999999 0.7907 0.25565
17.7 -0.1442 1.415 1.9701129999999998 0.5567 0.14049 0.16621 0.07289 -1.949 -0.697 0.22912000000000002 0.16482 0.036375000000000005 -0.40480000000000005 0.5457 0.18814999999999998
14.219999999999999 -0.37099999999999994 0.671 3.8861829999999995 1.4271 0.15447 0.22571000000000002 0.042870000000000005 -0.052999999999999936 -0.18099999999999994 0.09759999999999999 0.27534000000000003 0.057875 0.5104000000000002 0.8984999999999999 0.44375
15.780000000000001 -0.6958 1.241 2.333675 1.1279 0.15555000000000002 0.13187000000000001 0.18841000000000002 -1.5110000000000001 0.5569999999999999 0.23056000000000001 0.21666 0.057125 -0.488 0.3245 0.10085
26.14 -0.17500000000000004 0.823 0.6534289999999999 1.9303000000000001 0.13965 0.22469 0.13559000000000002 -0.2869999999999999 -0.913 0.10528 0.16302 0.037875000000000006 0.2672000000000001 0.6016999999999999 0.49055
10.54 -0.5418 0.577 0.6632549999999999 1.5835 0.13977 0.21040999999999999 0.19677 -1.835 -0.979 0.12976 0.14754 0.136125 0.6352 0.9040999999999999 0.42035
28.26 -0.259 0.521 3.257319 1.7909 0.15693000000000001 0.20089 0.06225000000000001 -1.193 1.1389999999999998 0.03184 0.19794 0.044875 -0.4688 0.35109999999999997 0.15665
29.46 0.5893999999999999 1.345 1.714637 0.4887 0.13971 0.18593 0.12989 0.7570000000000001 0.47299999999999986 0.21328 0.28902 0.033875 0.07840000000000003 0.5415 0.39875
14.9 0.3682000000000001 0.539 4.033573 1.8147 0.16473000000000002 0.29677 0.06833 -1.013 0.2390000000000001 0.18832 0.22458 0.058375 0.29280000000000017 0.6143 0.15935
22.5 0.18899999999999995 0.675 1.4493349999999998 0.8661000000000001 0.14349 0.15193 0.13825 -0.8029999999999999 1.6070000000000002 0.22624 0.12666 0.071625 -0.7280000000000001 0.6983 0.25205
11.02 0.07140000000000002 1.093 2.2747189999999997 0.3867 0.16389 0.22605 0.12647 -0.10699999999999998 0.7549999999999999 0.18976 0.20729999999999998 0.045375 0.5200000000000002 0.9166999999999998 0.24214999999999998
11.94 0.0686000000000001 0.579 2.805323 1.1109 0.15807000000000002 0.26277 0.05047 -1.457 -0.517 0.05872 0.19397999999999999 0.026375000000000003 0.34719999999999995 0.5583 0.26915
12.9 -0.2842 1.475 4.495394999999999 0.9953000000000001 0.15627000000000002 0.14411000000000002 0.10214999999999999 0.5169999999999999 1.5469999999999997 0.04336 0.2397 0.12387500000000001 -0.4336 0.6101 0.33665
15.700000000000001 -0.3654 1.299 0.07369499999999998 0.5397000000000001 0.15141000000000002 0.13697 0.11621000000000001 -1.613 -0.31899999999999995 0.041440000000000005 0.26382 0.146875 0.3599999999999999 0.8285 0.41495000000000004
