Pb_Pb Mean Width Dist Flactutation Temp Kink eta_s Slope_low Slope_high Max Temp_peak Width_peak Asym_peak R tau_initial
13.82 0.20020000000000004 1.421 1.1441000000000001 1.9371 0.14157 0.25903 0.15611000000000003 -0.7130000000000001 -0.523 0.1648 0.13097999999999999 0.136875 -0.7664000000000001 0.6269 0.05
21.020000000000003 0.23099999999999998 0.9470000000000001 1.2392999999999998 0.3459 0.15753 0.14513 0.13635000000000003 -1.079 0.131 0.15472 0.17166 0.077875 -0.26080000000000003 0.4799 0.05
22.34 -0.4018 0.995 0.0867 1.8759000000000001 0.14997000000000002 0.21619 0.11849000000000001 -1.097 -0.535 0.08656 0.14645999999999998 0.149125 0.4848000000000001 0.33849999999999997 0.05
29.419999999999998 0.06020000000000003 1.3250000000000002 1.0251 1.1959 0.13821 0.20735 0.14205 -0.14300000000000002 1.487 0.16144 0.21846 0.136625 -0.7280000000000001 0.41969999999999996 0.05
24.98 0.6174 0.759 1.5181 0.6179 0.16125 0.18525 0.05883 -1.4809999999999999 0.827 0.057760000000000006 0.17706 0.028625 -0.09760000000000002 0.6213 0.05
14.18 0.4438 0.787 0.1649 0.5907 0.16479 0.14343 0.07175000000000001 -1.967 -0.481 0.025599999999999998 0.17814 0.12537500000000001 -0.12960000000000005 0.3581 0.05
12.18 0.27860000000000007 0.9590000000000001 0.7224999999999999 1.7093 0.13713 0.29405 0.14965 -1.859 0.911 0.20368000000000003 0.28866 0.038625 -0.24159999999999993 0.3287 0.05
13.98 -0.17500000000000004 1.341 0.8075 1.4611 0.15999000000000002 0.15499 0.19829000000000002 -0.04699999999999993 -0.253 0.10336 0.29622 0.046125 -0.16479999999999995 0.8172999999999999 0.05
20.94 0.4858 0.7909999999999999 1.4739 1.4033 0.15813000000000002 0.22299000000000002 0.19145000000000004 0.16900000000000004 0.605 0.09952 0.29406 0.065875 0.6480000000000001 0.9768999999999999 0.05
25.3 0.012600000000000056 1.371 1.6813 0.6076999999999999 0.13635 0.24781 0.10975 -0.9410000000000001 0.6950000000000003 0.015519999999999999 0.23393999999999998 0.129375 -0.5168 0.9433 0.05
23.060000000000002 0.6537999999999999 0.901 1.2699 1.8895000000000002 0.16281 0.13255 0.028810000000000002 -0.5510000000000002 1.0010000000000003 0.14895999999999998 0.13854 0.137625 0.34399999999999986 0.7893 0.05
19.060000000000002 -0.34299999999999997 1.327 1.5079 1.0191 0.16371000000000002 0.18559 0.10253 -0.7789999999999999 1.013 0.23056000000000001 0.20514 0.08887500000000001 0.42400000000000015 0.5079 0.05
12.86 -0.37939999999999996 1.361 0.1683 0.5771 0.14103000000000002 0.20055 0.15041000000000002 -0.8089999999999999 0.7489999999999999 0.20032 0.2559 0.083625 -0.6704 0.4645 0.05
11.14 0.09100000000000008 1.2930000000000001 1.6846999999999999 1.2367000000000001 0.13593 0.18797 0.03869 -0.26900000000000013 -0.979 0.03904 0.15186 0.036375000000000005 -0.5264 0.5317 0.05
24.9 0.37660000000000005 0.683 0.6273 0.9783 0.13725 0.28895000000000004 0.05389000000000001 -1.517 -0.949 0.21808 0.2415 0.142875 0.34719999999999995 0.5051 0.05
14.5 0.5166 0.981 0.9401 0.9544999999999999 0.13575 0.17097 0.03147 -0.7430000000000001 1.0490000000000004 0.23152 0.29225999999999996 0.070375 0.3408 0.7011000000000001 0.05
13.940000000000001 -0.14979999999999993 0.563 0.7973 0.9204999999999999 0.16299000000000002 0.25393 0.03793 0.8770000000000002 0.18500000000000005 0.18736 0.14754 0.12337500000000001 -0.4944 0.6409 0.05
14.94 0.4354 1.385 0.10029999999999999 1.0871 0.16377 0.26753 0.14015000000000002 -0.34099999999999975 -0.02499999999999991 0.15616 0.21342 0.067875 -0.6224000000000001 0.5345 0.05
21.5 0.259 1.137 0.9605 0.9273 0.16485 0.26447 0.10328999999999999 0.42100000000000026 1.787 0.19648000000000002 0.18894 0.034125 -0.3024 0.4897 0.05
23.380000000000003 0.5698000000000001 0.6990000000000001 0.9843 0.6757 0.13563 0.29745 0.06985 0.21700000000000008 1.9849999999999999 0.16336 0.1425 0.116125 -0.33759999999999996 0.4435 0.05
20.78 0.14979999999999993 0.825 0.5525 1.3183 0.15243 0.22639 0.18271 -0.137 1.8710000000000004 0.22 0.17418 0.09187500000000001 -0.19679999999999997 0.5639 0.05
13.9 0.6594 0.507 1.3243 1.0803 0.14559 0.22571000000000002 0.11469 0.379 1.7570000000000001 0.13648000000000002 0.12414 0.107375 -0.3088 0.7795 0.05
27.78 -0.41579999999999995 0.9710000000000001 0.0799 1.2299 0.15945 0.16179 0.01133 -0.9949999999999999 -0.937 0.19840000000000002 0.12738 0.137875 0.10080000000000011 0.7921 0.05
