2.175574828,0.612182796,3.508860756,4.424006654
2.464657435,0.459520808,4.811087306,3.811499274
2.768966188,0.591104837,4.392954859,4.400094094
2.819600039,0.674171428,4.064939488,3.712991531
3.44817477,0.809205577,4.377097759,3.756526408
2.580009119,0.721580088,3.447517508,3.827752871
2.92616101,0.671687237,3.987521499,3.383188415
2.753964765,0.42706081,3.396692138,3.331496093
2.981470932,0.303736085,3.981575156,3.741884198
2.709749982,0.333351476,3.739597038,3.37497023
3.887941727,1.056699373,3.546760623,3.849576739
3.114113756,0.357963855,4.323388328,3.371370053
2.65886318,0.492916132,3.960093873,3.416090628
2.053265338,0.294856745,4.241240303,3.420960935
3.418271274,0.84219321,3.534080784,3.945777754
2.579190917,0.734289701,4.188652466,3.930813311
2.293406541,0.392350377,4.133833864,3.859348967
2.835532052,0.845149468,3.603326199,3.889487934
2.32494569,0.731935428,3.914498677,4.293456751
2.955510619,0.759463282,3.802874823,4.230100705
2.983678944,0.406746064,3.718036182,4.207587412
2.453186219,0.785787769,3.726692928,3.887307728
2.720457016,0.485353581,4.04446027,4.808421346
2.797727746,0.410433594,3.873719806,3.87141154
3.002871692,0.768459781,3.496778504,4.615622781
3.047731835,0.669395905,3.672577008,4.142741988
3.01733481,0.371242344,3.413107582,4.314066725
2.509808749,0.450383858,4.193772562,4.507157316
2.404640099,0.726556335,3.827202878,4.002389839
2.266332048,0.904322512,3.783675085,4.037139026
2.945557167,1.10001318,3.897059282,3.860307195
3.332142177,0.495433456,3.724621824,4.169392517
2.789722819,0.513607217,3.417920422,3.863893626
3.504473304,0.487283876,3.94041994,4.008500446
2.759410338,0.447596081,4.557208946,3.985053139
3.010597506,0.411878242,4.189678026,3.028979738
2.924302042,0.616333074,4.229980901,3.576523492
2.261312828,0.402641297,4.020761707,4.185483039
3.511018225,0.745760035,4.217436802,4.075599104
2.752443997,0.400295461,4.158818703,3.60750628
2.904763423,0.638420206,4.366116185,3.208692785
2.504044303,0.508965766,4.397401814,3.847497892
2.612030801,0.683300855,4.472876312,3.97640185
3.210543466,0.426644307,4.00662057,3.175884945
2.817025991,0.886439779,4.304600495,3.92691474
3.225740694,0.383687079,4.516134211,3.885174949
3.042262634,0.488289937,4.279921625,3.568418829
3.032780376,0.508048746,4.044125346,3.548926498
2.319771426,0.297220777,4.378674964,3.472684057
2.343413674,0.540220101,3.261736577,3.253621458
2.707673499,0.832416081,3.40920978,3.919374759
3.587683728,1.150792213,4.522310025,3.91015223
2.671753071,0.894629622,4.018798576,4.302485566
3.224800911,1.16689251,3.789300783,3.924981287
3.374094285,1.026496841,4.289318519,3.150993014
3.132120743,0.935080514,3.525696541,4.505206387
3.068836467,0.616547848,4.093313084,4.546781675
3.071919544,0.349236143,4.653485077,3.593330643
2.647734365,0.296327531,4.166555111,4.030975594
3.122012092,0.980222921,3.643023651,4.283292618
3.401411358,0.292870366,3.581915125,4.298110235
3.257925055,0.359822439,4.770178669,4.114629601
2.734014854,0.550183174,3.249568589,3.940655177
2.558480179,0.473467053,3.884643079,4.059632604
3.750247682,0.767091245,4.540942122,4.560268731
3.247205585,0.520654701,4.11585421,4.137215845
2.114733279,0.838283967,4.324430851,4.142296274
3.258443562,0.711143109,3.584749558,4.354536863
2.458755441,0.470128092,3.926034372,3.776944734
3.770193384,0.45030643,4.070278705,3.608074537
3.433309556,0.658258657,3.77650284,3.602222504
2.374124394,0.358307873,3.703105532,3.649319955
3.498226376,0.602005608,4.04087888,4.084887712
2.60209569,0.936631215,4.021940385,4.548663451
3.356477163,0.644942408,3.126935565,3.944257095
2.859838197,1.246301148,4.192647952,3.540948537
3.511800264,1.055999423,4.028473374,3.54324964
2.897115789,0.436891315,3.859824142,4.631270942
2.805958279,0.557358353,4.139344794,4.221092015
2.596411799,0.696452337,3.468013956,3.565227368
3.10175545,0.31715287,4.47775946,3.972747916
3.518528375,0.406299712,3.705791586,3.463778899
3.072352701,0.490853447,4.495725017,4.149001471
2.536421817,1.299148885,3.861975292,3.388647725
