-351.61000000,-0.00040820,-0.02430000,-0.00238000,-0.16299000,0.00067640,1363.50000000,0.01519500,-0.05268000
-283.69000000,0.00024430,-0.01750000,0.44134000,-0.19834000,-0.00377480,1869.30000000,0.00727100,-0.10419000
189.13000000,-0.00041780,0.05810000,0.37550000,-0.37630000,0.00178780,1269.30000000,0.01558200,-0.01789000
-515.53000000,0.00018030,-0.12300000,0.08780000,-0.46718000,0.00054700,1869.80000000,0.00177000,-0.08881000
-510.86000000,-0.00020390,0.12630000,-0.00985000,-0.36577000,0.00046200,1923.40000000,0.01629200,-0.02555000
-296.09000000,-0.00028350,0.14330000,0.06477000,-0.17840000,-0.00070770,1205.10000000,0.02269200,-0.01959000
111.51000000,-0.00002040,-0.08850000,-0.00580000,-0.25397000,-0.00213030,1528.20000000,0.01587800,-0.04215000
89.82000000,0.00062850,0.42220000,0.13998000,-0.01341000,-0.00245220,994.50000000,0.00839100,-0.04411000
167.94000000,-0.00011110,0.47260000,0.19238000,-0.10710000,0.00144760,1198.10000000,0.01981000,-0.04342000
-186.08000000,-0.00036450,-0.30600000,0.02662000,-0.07060000,0.00063130,1657.50000000,0.01814300,-0.03788000
78.57000000,-0.00030510,-0.37180000,0.44692000,-0.46733000,-0.00267960,998.40000000,0.01151800,-0.08356000
-155.35000000,-0.00039670,0.02310000,0.30533000,-0.41892000,0.00086140,1933.30000000,0.00711800,-0.06465000
133.95000000,0.00013840,0.31990000,0.38893000,-0.02692000,0.00123960,1082.90000000,0.00265900,-0.05144000
-476.28000000,0.00067120,0.02360000,0.30221000,-0.21803000,-0.00121640,1672.70000000,-0.00260900,-0.09525000
21.71000000,-0.00001150,0.67110000,0.07205000,-0.19185000,-0.00182040,1767.10000000,0.02083300,-0.03794000
-374.00000000,0.00039760,-0.13430000,0.02822000,-0.46088000,-0.00380360,1689.20000000,0.01841600,-0.10356000
-53.59000000,-0.00036780,0.47050000,0.19855000,-0.10654000,-0.00092420,1361.40000000,-0.00274300,-0.05399000
-30.02000000,0.00032660,0.43520000,0.02707000,-0.48680000,-0.00349760,965.30000000,0.00832400,-0.03878000
-367.12000000,-0.00036550,0.29600000,0.23154000,-0.17881000,0.00027720,1000.30000000,0.00479200,-0.05668000
-520.70000000,-0.00036760,-0.34830000,0.45460000,-0.22248000,0.00148970,1873.70000000,0.01433900,-0.08128000
60.56000000,0.00009520,0.48160000,0.16209000,-0.19449000,-0.00308040,1290.10000000,0.02241300,-0.04778000
-221.90000000,-0.00034400,0.56970000,0.17956000,-0.33235000,0.00141540,1843.80000000,0.01637600,-0.00620000
71.10000000,0.00006110,-0.25400000,0.25339000,-0.48334000,0.00083040,1792.10000000,0.02396300,-0.06337000
-195.66000000,0.00037180,0.17920000,0.41777000,-0.34228000,-0.00121650,1650.90000000,0.01965500,-0.05912000
-200.65000000,-0.00002570,-0.13680000,0.24721000,-0.33573000,-0.00390480,1930.40000000,0.01643100,-0.03760000
