-279.38000000,0.00005620,-0.02300000,0.33663000,-0.25016000,0.00026600,1550.90000000,0.00875500,-0.04758000
-192.68000000,0.00014740,-0.13100000,0.29284000,-0.24801000,-0.00000570,1330.70000000,0.00908000,-0.06290000
-301.49000000,0.00019520,0.33770000,0.30206000,-0.18513000,0.00038370,1480.20000000,0.00681100,-0.05204000
-228.75000000,0.00013190,-0.00100000,0.31353000,-0.19033000,0.00001040,1404.60000000,0.00391000,-0.05428000
-233.18000000,-0.00004080,0.06520000,0.22968000,-0.14841000,0.00021850,1216.90000000,0.00969900,-0.03750000
-21.41000000,-0.00005380,-0.00540000,0.19221000,-0.31728000,-0.00018770,1423.20000000,0.00673500,-0.05400000
-305.91000000,0.00001830,-0.06940000,0.37251000,-0.20774000,0.00015990,1260.60000000,0.00861100,-0.04933000
-105.15000000,-0.00003940,-0.01270000,0.17579000,-0.17324000,0.00017340,1306.70000000,0.00681600,-0.05207000
-147.80000000,-0.00003360,-0.04740000,0.32062000,-0.35248000,0.00002870,1374.70000000,0.01023300,-0.06537000
-75.75000000,0.00015180,-0.17990000,0.28776000,-0.34148000,-0.00020080,1386.40000000,0.00478100,-0.05566000
-161.80000000,0.00010870,0.12100000,0.27915000,-0.28795000,-0.00062460,1358.70000000,0.00646700,-0.04306000
-120.53000000,0.00006910,-0.10120000,0.23169000,-0.28631000,0.00035880,1348.80000000,0.01156200,-0.06666000
-105.46000000,0.00008520,0.07180000,0.20276000,-0.20079000,-0.00006690,1448.00000000,0.00210200,-0.04539000
-174.82000000,0.00001230,-0.02900000,0.26172000,-0.19368000,0.00027950,1393.80000000,0.00415400,-0.04535000
-189.45000000,0.00000600,-0.18210000,0.25126000,-0.17492000,-0.00035540,1343.20000000,0.00615900,-0.03888000
-221.01000000,0.00025490,0.05000000,0.26551000,-0.18580000,0.00009320,1457.00000000,0.00520000,-0.05160000
-118.90000000,0.00004620,0.05790000,0.16178000,-0.21063000,0.00024630,1536.90000000,0.00852800,-0.05173000
-114.68000000,-0.00002150,-0.05540000,0.29048000,-0.28194000,0.00001790,1533.50000000,0.00203800,-0.05018000
-161.83000000,0.00008080,-0.06480000,0.24748000,-0.19536000,-0.00014220,1720.20000000,0.00162900,-0.04673000
-215.49000000,-0.00014760,0.07420000,0.28556000,-0.26815000,-0.00038420,1690.40000000,0.00925200,-0.04877000
-83.42000000,0.00007470,0.08950000,0.21669000,-0.30742000,-0.00005600,1542.00000000,0.00819800,-0.06956000
-141.86000000,0.00000100,0.10490000,0.25002000,-0.25396000,-0.00009290,1356.30000000,0.00685500,-0.05234000
-172.45000000,0.00012030,-0.03190000,0.29032000,-0.18503000,-0.00011590,1254.60000000,0.00258900,-0.05638000
-216.00000000,-0.00005070,-0.21360000,0.33091000,-0.18240000,0.00013060,1395.50000000,0.00358300,-0.05089000
-222.03000000,-0.00002770,-0.08430000,0.30666000,-0.24823000,0.00056070,1391.80000000,0.00977300,-0.05372000
-241.58000000,0.00016310,0.02840000,0.28364000,-0.19980000,-0.00040850,1515.90000000,0.00842300,-0.06259000
-87.89000000,0.00005290,0.11530000,0.27196000,-0.29789000,0.00019200,1350.20000000,0.00241600,-0.05338000
-154.37000000,0.00018790,0.00200000,0.26263000,-0.25249000,-0.00048410,1387.10000000,0.00418000,-0.03990000
-95.80000000,-0.00008480,-0.10530000,0.17672000,-0.13463000,-0.00008120,1303.30000000,0.00418500,-0.05180000
-237.28000000,-0.00011920,0.03520000,0.32923000,-0.27035000,0.00101540,1489.00000000,0.01102500,-0.06482000
-162.01000000,0.00000680,0.02010000,0.24720000,-0.28212000,-0.00094960,1455.30000000,0.01020300,-0.04683000
-127.09000000,0.00006290,0.09940000,0.29187000,-0.29544000,0.00003320,1674.40000000,0.00215400,-0.06305000
-147.40000000,-0.00016460,0.03070000,0.26016000,-0.20629000,0.00004430,1161.10000000,0.00771200,-0.06021000
-172.04000000,0.00002940,0.01110000,0.26578000,-0.27062000,0.00047330,1415.20000000,0.01029900,-0.06253000
-62.22000000,-0.00007790,0.01730000,0.23449000,-0.35065000,0.00016410,1555.20000000,0.00893500,-0.06568000
-7.22000000,-0.00014510,-0.20090000,0.22156000,-0.32198000,-0.00012000,1452.80000000,0.00457200,-0.05003000
-197.15000000,0.00013370,0.20020000,0.31783000,-0.33046000,-0.00007620,1441.70000000,0.00689000,-0.04135000
-271.66000000,-0.00009520,0.05440000,0.35179000,-0.26079000,0.00056780,1659.60000000,0.00896900,-0.06576000
-101.08000000,-0.00010810,0.10600000,0.16189000,-0.19716000,0.00038510,1380.10000000,0.00680100,-0.04281000
-61.18000000,-0.00002390,-0.20380000,0.24249000,-0.25894000,0.00026790,1315.70000000,0.00383700,-0.05434000
-242.70000000,0.00010980,0.04520000,0.28416000,-0.22605000,-0.00010730,1559.50000000,0.00968300,-0.06021000
-119.55000000,-0.00002110,-0.07190000,0.24199000,-0.26440000,0.00079680,1369.30000000,0.00872900,-0.06265000
-80.44000000,0.00019270,0.10170000,0.20887000,-0.29296000,0.00010720,1524.10000000,0.00341300,-0.04245000
-226.56000000,0.00006200,0.25180000,0.25319000,-0.24601000,-0.00140950,1552.50000000,0.00845100,-0.03579000
-191.43000000,-0.00004390,-0.23090000,0.34795000,-0.28658000,0.00084050,1311.30000000,0.00888700,-0.06164000
-158.94000000,0.00013830,-0.03970000,0.25466000,-0.21035000,0.00011500,1142.80000000,0.00644100,-0.04993000
-61.35000000,-0.00010010,0.09060000,0.15940000,-0.18683000,-0.00011660,1123.10000000,0.00593800,-0.04769000
-143.60000000,0.00002780,-0.00930000,0.27959000,-0.27804000,0.00000140,1603.50000000,0.00602200,-0.06891000
-81.42000000,0.00018830,-0.08470000,0.19886000,-0.25698000,-0.00011030,1392.10000000,0.00536200,-0.04655000
2.03000000,-0.00014050,0.02820000,0.12223000,-0.22110000,-0.00026770,1303.10000000,0.00759800,-0.06545000
-160.40000000,0.00000560,-0.08130000,0.21958000,-0.21018000,0.00009190,1462.30000000,0.00686400,-0.03539000
-198.76000000,-0.00002650,-0.00610000,0.22208000,-0.19887000,0.00072030,1601.90000000,0.01022600,-0.05578000
-31.10000000,-0.00005190,-0.02990000,0.19478000,-0.31504000,0.00057030,1338.60000000,0.00887100,-0.06051000
-80.06000000,-0.00000560,0.04840000,0.24151000,-0.29001000,-0.00022260,1440.50000000,0.00495800,-0.05710000
-220.22000000,0.00020560,-0.02490000,0.25694000,-0.20776000,-0.00014810,1741.20000000,0.00746100,-0.06241000
-190.99000000,-0.00000240,0.14530000,0.27981000,-0.19959000,0.00013760,1384.00000000,0.00337700,-0.04668000
2.47000000,-0.00013520,-0.19660000,0.14175000,-0.26321000,0.00019320,1547.00000000,0.00547900,-0.04698000
-208.42000000,0.00012400,0.02660000,0.27298000,-0.19001000,-0.00072350,1536.70000000,0.00293800,-0.04080000
-129.27000000,0.00011180,-0.05630000,0.22747000,-0.26289000,0.00003620,1398.10000000,0.00799900,-0.05187000
-76.64000000,-0.00010150,-0.09770000,0.24922000,-0.29771000,0.00034650,1321.60000000,0.00661800,-0.05205000
-65.51000000,0.00003360,-0.10320000,0.18063000,-0.24367000,-0.00003340,1169.50000000,0.00774000,-0.04289000
-147.99000000,-0.00021980,0.02490000,0.24398000,-0.25513000,0.00009070,1368.40000000,0.00786600,-0.03334000
-93.67000000,0.00010960,0.06090000,0.22265000,-0.23850000,0.00049700,1299.20000000,0.00214200,-0.04020000
